file_name,title,artist,genre,composers,performers,release_year,corpus,chord_progression_original,chord_progression
ireal-pro_949.jams,My Romance,Rodgers Richard,medium_swing,,,,,C:maj7 F:maj7 E:min7 Eb:dim7 D:min7 G:7 C:maj7 E:7 A:min7 E:7 A:min7 A:7 D:min7 G:7 C:maj7 C:7 F:maj7 Bb:7 C:maj7 C:7 F:maj7 Bb:7 C:maj7 F#:hdim7 B:7(b9) E:min7 Bb:7 A:min7 D:7 D:min7 G:7 C:maj7 F:maj7 E:min7 Eb:dim7 D:min7 G:7 C:maj7 E:7 A:min7 E:7 A:min7 A:7 D:min7 G:7 C:maj7 C:7 F:maj7 A:7 D:min7 D:min7 B:hdim7 E:7(b9) A:min7 Ab:7 C:maj7 A:min7 D:min7 G:7 C:maj6 A:min7 D:min7 G:7,<noparts> Cmaj7 Fmaj7 Emin7 Ebdimb7 Dmin7 G7 Cmaj7 E7 Amin7 E7 Amin7 A7 Dmin7 G7 Cmaj7 C7 Fmaj7 Bb7 Cmaj7 C7 Fmaj7 Bb7 Cmaj7 F#dim7 B7b9 Emin7 Bb7 Amin7 D7 Dmin7 G7 Cmaj7 Fmaj7 Emin7 Ebdimb7 Dmin7 G7 Cmaj7 E7 Amin7 E7 Amin7 A7 Dmin7 G7 Cmaj7 C7 Fmaj7 A7 Dmin7 Bdim7 E7b9 Amin7 Ab7 Cmaj7 Amin7 Dmin7 G7 Cadd13 Amin7 Dmin7 G7
ireal-pro_465.jams,Fly Me To The Moon,Howard Bart,medium_swing,,,,,A:min7 D:min7 G:7 C:maj7 F:maj7 B:hdim7 E:7(b9) A:min7 A:7 D:min7 G:7 C:maj7 F:7 E:min7 A:7 D:min7 G:7 C:maj7 B:hdim7 E:7(b9) A:min7 D:min7 G:7 C:maj7 F:maj7 B:hdim7 E:7(b9) A:min7 A:7 D:min7 G:7 E:min7 A:7 D:min7 G:7 C:maj6 B:hdim7 E:7(b9),<noparts> Amin7 Dmin7 G7 Cmaj7 Fmaj7 Bdim7 E7b9 Amin7 A7 Dmin7 G7 Cmaj7 F7 Emin7 A7 Dmin7 G7 Cmaj7 Bdim7 E7b9 Amin7 Dmin7 G7 Cmaj7 Fmaj7 Bdim7 E7b9 Amin7 A7 Dmin7 G7 Emin7 A7 Dmin7 G7 Cadd13 Bdim7 E7b9
ireal-pro_744.jams,Jeepers Creepers,Warren Harry,medium_swing,,,,,C:min7 F:7 Bb:maj6 G:min7 C:min7 F:7 Bb:maj6 G:min7 C:min7 F:7 Bb:maj6 G:min7 C:min7 F:7 Bb:maj6 C:min7 F:7 Bb:maj6 G:min7 C:min7 F:7 Bb:maj6 G:min7 C:min7 F:7 Bb:maj6 G:min7 C:min7 F:7 Bb:maj6 F:min7 Bb:7 Eb:maj6 C:min7 F:min7 Bb:7 Eb:maj6 G:min7 C:7 F:maj7 D:min7 G:min7 C:7 C:min7 F:7 C:min7 F:7 Bb:maj6 G:min7 C:min7 F:7 Bb:maj6 G:min7 C:min7 F:7 Ab:7 G:7 C:min7 F:7 Bb:maj6 G:7 C:min7 F:7 Bb:maj6,<noparts> Cmin7 F7 Bbadd13 Gmin7 Cmin7 F7 Bbadd13 Gmin7 Cmin7 F7 Bbadd13 Gmin7 Cmin7 F7 Bbadd13 Cmin7 F7 Bbadd13 Gmin7 Cmin7 F7 Bbadd13 Gmin7 Cmin7 F7 Bbadd13 Gmin7 Cmin7 F7 Bbadd13 Fmin7 Bb7 Ebadd13 Cmin7 Fmin7 Bb7 Ebadd13 Gmin7 C7 Fmaj7 Dmin7 Gmin7 C7 Cmin7 F7 Cmin7 F7 Bbadd13 Gmin7 Cmin7 F7 Bbadd13 Gmin7 Cmin7 F7 Ab7 G7 Cmin7 F7 Bbadd13 G7 Cmin7 F7 Bbadd13
ireal-pro_267.jams,Bye Bye Blackbird,Henderson Ray,medium_swing,,,,,F:maj7 G:min7 C:7 F:maj7 G:min7 C:7 F:maj7 A:hdim7 D:7(b9) G:min7 C:7 G:min7 D:7 G:min7 C:7 G:min7 C:7 F:maj6 F:maj6 F:7 E:7 Eb:7 D:7(b9) G:min7 G:min7 Db:7 C:7 F:maj7 G:min7 C:7 F:maj7 A:hdim7 D:7(b9) G:min7 C:7 F:maj6 G:min7 C:7,<noparts> Fmaj7 Gmin7 C7 Fmaj7 Gmin7 C7 Fmaj7 Adim7 D7b9 Gmin7 C7 Gmin7 D7 Gmin7 C7 Gmin7 C7 Fadd13 F7 E7 Eb7 D7b9 Gmin7 Db7 C7 Fmaj7 Gmin7 C7 Fmaj7 Adim7 D7b9 Gmin7 C7 Fadd13 Gmin7 C7
ireal-pro_679.jams,In A Little Spanish Town,Wayne-Lewis-Young,medium_swing,,,,,G:maj7 G:maj7 A:min7 D:7 D:7 D:7 G:maj6 A:min7 D:7 G:maj7 Bb:dim7 A:min7 D:7 A:min7 D:7 G:maj7 A:min7 D:7 G:maj7 G:maj7 A:min7 D:7 B:7(b9) B:7(b9) E:7 E:7 E:7 E:7 A:7 Bb:dim7 G:maj7 D:7 G:maj6 A:min7 D:7,<noparts> Gmaj7 Amin7 D7 Gadd13 Amin7 D7 Gmaj7 Bbdimb7 Amin7 D7 Amin7 D7 Gmaj7 Amin7 D7 Gmaj7 Amin7 D7 B7b9 E7 A7 Bbdimb7 Gmaj7 D7 Gadd13 Amin7 D7
ireal-pro_824.jams,Little Rootie Tootie,Monk Thelonious,medium_swing,,,,,Ab:maj7 F:7 Bb:min7 Eb:7 Ab:maj7 F:7 Bb:min7 Eb:7 Ab:maj7 Ab:7 Db:maj7 D:dim7 Ab:maj F:7 Bb:min7 Eb:7 Ab:maj7 F:7 Bb:min7 Eb:7 Ab:maj7 F:7 Bb:min7 Eb:7 Ab:maj7 Ab:7 Db:maj7 D:dim7 Ab:maj6 Eb:7 Ab:maj6 A:min7 Ab:7 Db:maj7 D:min7 G:7 G:hdim7 C:7 F:9(#11) F:min7 Bb:7 Db:min7 Gb:7 B:min7 E:9 Eb:9 Ab:maj7 F:7 Bb:min7 Eb:7 Ab:maj7 F:7 Bb:min7 Eb:7 Ab:maj7 Ab:7 Db:maj7 D:dim7 Ab:maj6 Eb:7 Ab:maj6,<noparts> Abmaj7 F7 Bbmin7 Eb7 Abmaj7 F7 Bbmin7 Eb7 Abmaj7 Ab7 Dbmaj7 Ddimb7 Ab F7 Bbmin7 Eb7 Abmaj7 F7 Bbmin7 Eb7 Abmaj7 F7 Bbmin7 Eb7 Abmaj7 Ab7 Dbmaj7 Ddimb7 Abadd13 Eb7 Abadd13 Amin7 Ab7 Dbmaj7 Dmin7 G7 Gdim7 C7 F11s Fmin7 Bb7 Dbmin7 Gb7 Bmin7 E9 Eb9 Abmaj7 F7 Bbmin7 Eb7 Abmaj7 F7 Bbmin7 Eb7 Abmaj7 Ab7 Dbmaj7 Ddimb7 Abadd13 Eb7 Abadd13
ireal-pro_983.jams,Now's The Time,Parker Charlie,medium_swing,,,,,F:7 Bb:7 F:7 C:min7 F:7 Bb:7 B:dim7 F:7 A:min7 D:7 G:min7 C:7 F:7 D:7 G:min7 C:7,<noparts> F7 Bb7 F7 Cmin7 F7 Bb7 Bdimb7 F7 Amin7 D7 Gmin7 C7 F7 D7 Gmin7 C7
ireal-pro_845.jams,Love Is The Sweetest Thing,Noble Ray,medium_swing,,,,,D:maj6 B:min7 E:min7 A:7 D:maj6 B:min7 E:min7 A:7 A:min7 D:7 G:maj7 E:min7 B:min7 E:7 E:min7 A:7 D:maj6 B:min7 E:min7 A:7 D:maj6 B:min7 E:min7 A:7 A:min7 D:7 G:maj7 E:min7 B:min7 E:7 A:7 D:maj6 B:min7 F#:min7 B:7 E:min7 A:7 D:maj7 C#:hdim7 F#:7 B:min7 E:7 E:min7 A:7 D:maj6 B:min7 E:min7 A:7 D:maj6 B:min7 E:min7 A:7 A:min7 D:7 G:maj7 E:min7 B:min7 E:7 A:7 D:maj6,<noparts> Dadd13 Bmin7 Emin7 A7 Dadd13 Bmin7 Emin7 A7 Amin7 D7 Gmaj7 Emin7 Bmin7 E7 Emin7 A7 Dadd13 Bmin7 Emin7 A7 Dadd13 Bmin7 Emin7 A7 Amin7 D7 Gmaj7 Emin7 Bmin7 E7 A7 Dadd13 Bmin7 F#min7 B7 Emin7 A7 Dmaj7 C#dim7 F#7 Bmin7 E7 Emin7 A7 Dadd13 Bmin7 Emin7 A7 Dadd13 Bmin7 Emin7 A7 Amin7 D7 Gmaj7 Emin7 Bmin7 E7 A7 Dadd13
ireal-pro_156.jams,Bags' Groove,Jackson Milt,medium_swing,,,,,F:7 Bb:7 F:7 F:7 Bb:7 Bb:7 F:7 A:min7 D:7 G:min7 C:7 F:7 D:7 G:min7 C:7,<noparts> F7 Bb7 F7 Bb7 F7 Amin7 D7 Gmin7 C7 F7 D7 Gmin7 C7
ireal-pro_653.jams,I've Found A New Baby,Palmer-Williams,medium_swing,,,,,C:min7 Ab:7 G:7 C:min7 C:7 F:7 Bb:7 Eb:maj6 Ab:7 G:7 C:min7 Ab:7 G:7 C:min7 C:7 F:7 Bb:7 Eb:maj6 Eb:maj6 G:7 G:7 C:min7 C:min7 F:7 F:7 Bb:7 G:7 C:min7 Ab:7 G:7 C:min7 C:7 F:7 Bb:7 Eb:maj6 Ab:7 G:7,<noparts> Cmin7 Ab7 G7 Cmin7 C7 F7 Bb7 Ebadd13 Ab7 G7 Cmin7 Ab7 G7 Cmin7 C7 F7 Bb7 Ebadd13 G7 Cmin7 F7 Bb7 G7 Cmin7 Ab7 G7 Cmin7 C7 F7 Bb7 Ebadd13 Ab7 G7
ireal-pro_575.jams,I Can't Give You Anything But Love,McHugh Jimmy,medium_swing,,,,,F:maj7 C:7 A:min7 Ab:dim7 G:min7 C:7 F:maj7 C:7 A:min7 Ab:dim7 G:min7 C:7 C:min7 F:7 Bb:maj7 Bb:maj7 G:7 G:7 G:min7 C:7 F:maj7 C:7 A:min7 Ab:dim7 G:min7 C:7 C:min7 F:7 Bb:maj7 Bb:maj7 Bb:maj7 Eb:7 F:maj7 D:7 G:min7 C:7 F:maj6 D:7 G:min7 C:7,<noparts> Fmaj7 C7 Amin7 Abdimb7 Gmin7 C7 Fmaj7 C7 Amin7 Abdimb7 Gmin7 C7 Cmin7 F7 Bbmaj7 G7 Gmin7 C7 Fmaj7 C7 Amin7 Abdimb7 Gmin7 C7 Cmin7 F7 Bbmaj7 Eb7 Fmaj7 D7 Gmin7 C7 Fadd13 D7 Gmin7 C7
ireal-pro_1024.jams,Our Delight,Dameron Tad,medium_swing,,,,,Bb:7 A:7 Ab:maj7 F:7 Bb:7 Bb:min7 Eb:7 Ab:maj6 F:7 Bb:7 A:7 Ab:maj7 F:7 Bb:7 Bb:min7 Eb:7 Ab:maj6 Ab:maj6 E:min7 Eb:min7 A:min7 D:7 Db:maj7 Db:maj7 Db:min7 Gb:7 C:min7 F:7 B:min7 E:7 Bb:min7 Eb:7 Bb:7 A:7 Ab:maj7 F:7 Bb:7 Bb:min7 Eb:7 Ab:maj6 C:min7 F:7,<noparts> Bb7 A7 Abmaj7 F7 Bb7 Bbmin7 Eb7 Abadd13 F7 Bb7 A7 Abmaj7 F7 Bb7 Bbmin7 Eb7 Abadd13 Emin7 Ebmin7 Amin7 D7 Dbmaj7 Dbmin7 Gb7 Cmin7 F7 Bmin7 E7 Bbmin7 Eb7 Bb7 A7 Abmaj7 F7 Bb7 Bbmin7 Eb7 Abadd13 Cmin7 F7
ireal-pro_1140.jams,Shiny Stockings,Foster Frank,medium_swing,,,,,G:min7 C:7 G:min7 C:7 F:maj7 Bb:7 A:min7 Ab:dim7 G:min7 C:7 Bb:7 A:min7 D:7 D:7 B:min7 E:7 A:maj6 A:hdim7 D:7(b9) G:min7 C:7 G:min7 C:7 F:maj7 Bb:7 A:min7 Ab:dim7 G:min7 C:7 Bb:7 A:min7 D:7 G:min7 C:7 F:maj6 F:maj6,<noparts> Gmin7 C7 Gmin7 C7 Fmaj7 Bb7 Amin7 Abdimb7 Gmin7 C7 Bb7 Amin7 D7 Bmin7 E7 Aadd13 Adim7 D7b9 Gmin7 C7 Gmin7 C7 Fmaj7 Bb7 Amin7 Abdimb7 Gmin7 C7 Bb7 Amin7 D7 Gmin7 C7 Fadd13
ireal-pro_1328.jams,Turnaround,Coleman Ornette,medium_swing,,,,,C:7 F:7 C:7 C:7 F:7 F:min7 C:7 C:7 C:min7 Db:min7 B:min7 A:min7 C:7 G:7,<noparts> C7 F7 C7 F7 Fmin7 C7 Cmin7 Dbmin7 Bmin7 Amin7 C7 G7
ireal-pro_670.jams,If I Should Lose You,Rainger Ralph,medium_swing,,,,,G:min7 A:hdim7 D:7(b9) G:min7 F:min7 Bb:7 Eb:maj7 F:min7 Bb:7 Eb:maj7 Eb:maj7 C:min7 F:7 Bb:maj7 A:hdim7 D:7(b9) G:min7 C:7 C:min7 A:hdim7 D:7(b9) G:min7 A:hdim7 D:7(b9) G:min7 F:min7 Bb:7 Eb:maj7 F:min7 Bb:7 Eb:maj7 Eb:maj7 C:min7 F:7 D:min7 G:7 C:min7 F:7 Bb:maj6 A:hdim7 D:7(b9),<noparts> Gmin7 Adim7 D7b9 Gmin7 Fmin7 Bb7 Ebmaj7 Fmin7 Bb7 Ebmaj7 Cmin7 F7 Bbmaj7 Adim7 D7b9 Gmin7 C7 Cmin7 Adim7 D7b9 Gmin7 Adim7 D7b9 Gmin7 Fmin7 Bb7 Ebmaj7 Fmin7 Bb7 Ebmaj7 Cmin7 F7 Dmin7 G7 Cmin7 F7 Bbadd13 Adim7 D7b9
ireal-pro_907.jams,Monk's Dream,Monk Thelonious,medium_swing,,,,,C:maj7 F:7 Bb:9(#11) C:maj7 F:7 Bb:9(#11) C:maj7 F:7 B:min7 Bb:9(#11) A:9(#11) Ab:9(#11) G:9(#11) C:maj7 F:7 Bb:9(#11) C:maj7 F:7 Bb:9(#11) C:maj7 F:7 B:min7 Bb:9(#11) A:9(#11) Ab:9(#11) G:9(#11) C:7 C:7 C:7 C:7 C:7 C:7 C:7 C:7 C:maj7 F:7 Bb:9(#11) C:maj7 F:7 Bb:9(#11) C:maj7 F:7 B:min7 Bb:9(#11) A:9(#11) Ab:9(#11) G:9(#11),<noparts> Cmaj7 F7 Bb11s Cmaj7 F7 Bb11s Cmaj7 F7 Bmin7 Bb11s A11s Ab11s G11s Cmaj7 F7 Bb11s Cmaj7 F7 Bb11s Cmaj7 F7 Bmin7 Bb11s A11s Ab11s G11s C7 Cmaj7 F7 Bb11s Cmaj7 F7 Bb11s Cmaj7 F7 Bmin7 Bb11s A11s Ab11s G11s
ireal-pro_103.jams,Alfie's Theme,Rollins Sonny,medium_swing,,,,,Bb:min7 Bb:min7 G:hdim7 Gb:maj7 Bb:min7 G:hdim7 C:hdim7 F:7(b9) Bb:min7 Bb:min7 G:hdim7 E:dim7 Bb:min7 G:hdim7 C:hdim7 F:7 Bb:min7 Bb:min7 Bb:min7 G:hdim7 Gb:maj7 Bb:min7 G:hdim7 C:hdim7 F:7(b9) Bb:min7 Bb:min7 G:hdim7 E:dim7 Bb:min7 G:hdim7 C:hdim7 F:7 Bb:min7 Bb:min7 Ab:7 Gb:7 F:7(b9) Bb:min7 Ab:7 Gb:7 F:7(b9) Bb:min7 Ab:7 Gb:7 F:7(b9) Bb:min7 Ab:7 Gb:7 F:7(b9) Bb:min7 Bb:min7 G:hdim7 Gb:maj7 Bb:min7 G:hdim7 C:hdim7 F:7(b9) Bb:min7 Bb:min7 G:hdim7 E:dim7 Bb:min7 G:hdim7 C:hdim7 F:7 Bb:min7,<noparts> Bbmin7 Gdim7 Gbmaj7 Bbmin7 Gdim7 Cdim7 F7b9 Bbmin7 Gdim7 Edimb7 Bbmin7 Gdim7 Cdim7 F7 Bbmin7 Gdim7 Gbmaj7 Bbmin7 Gdim7 Cdim7 F7b9 Bbmin7 Gdim7 Edimb7 Bbmin7 Gdim7 Cdim7 F7 Bbmin7 Ab7 Gb7 F7b9 Bbmin7 Ab7 Gb7 F7b9 Bbmin7 Ab7 Gb7 F7b9 Bbmin7 Ab7 Gb7 F7b9 Bbmin7 Gdim7 Gbmaj7 Bbmin7 Gdim7 Cdim7 F7b9 Bbmin7 Gdim7 Edimb7 Bbmin7 Gdim7 Cdim7 F7 Bbmin7
ireal-pro_1075.jams,Put On A Happy Face,Strouse Charles,medium_swing,,,,,Eb:maj6 Ab:maj7 G:min7 C:7 F:min7 Bb:7 F:min7 Bb:7 Eb:maj6 Ab:maj7 G:min7 C:7 F:min7 Bb:7 Bb:min7 Eb:7 Ab:maj7 D:7 G:7 C:7 F:7 Bb:7 Eb:maj7 Eb:7 Ab:maj7 D:7 G:7 C:7 F:7 F:min7 Bb:7 Eb:maj6 Ab:maj7 G:min7 C:7 F:min7 Bb:7 F:min7 Bb:7 Eb:maj6 Ab:maj7 G:min7 C:7 F:min7 Bb:7 Bb:min7 Eb:7 Ab:maj7 A:dim7 Eb:maj6 C:min7 F:min7 Bb:7 G:7 C:7 F:7 F:min7 Bb:7 Eb:maj6 C:7 F:min7 Bb:7,<noparts> Ebadd13 Abmaj7 Gmin7 C7 Fmin7 Bb7 Fmin7 Bb7 Ebadd13 Abmaj7 Gmin7 C7 Fmin7 Bb7 Bbmin7 Eb7 Abmaj7 D7 G7 C7 F7 Bb7 Ebmaj7 Eb7 Abmaj7 D7 G7 C7 F7 Fmin7 Bb7 Ebadd13 Abmaj7 Gmin7 C7 Fmin7 Bb7 Fmin7 Bb7 Ebadd13 Abmaj7 Gmin7 C7 Fmin7 Bb7 Bbmin7 Eb7 Abmaj7 Adimb7 Ebadd13 Cmin7 Fmin7 Bb7 G7 C7 F7 Fmin7 Bb7 Ebadd13 C7 Fmin7 Bb7
ireal-pro_173.jams,Begin The Beguine,Porter Cole,medium_swing,,,,,C:maj C:maj6 C:maj7 C:maj6 C:maj C:maj6 C#:dim D:min7 G:7 D:min7 D:min7 D:min7 D:min7 D:min7 G:7 C:maj7 C:maj6 C:maj C:maj6 C:maj7 C:maj6 C:maj C:maj6 C#:dim D:min7 G:7 D:min7 D:min7 D:min7 D:min7 D:min7 G:7 C:maj7 C:maj6 C:min7 F:7 Bb:maj6 Bb:maj6 Bb:min7 Eb:7 Ab:maj7 Ab:maj6 A:dim7 A:dim7 G:maj6 Ab:7 G:maj6 Ab:7 D:min7 G:7 C:maj C:maj6 C:maj7 C:maj6 C:maj C:7 D:min7 G:7 D:hdim7 D:hdim7 D:hdim7 D:hdim7 D:min7 G:7 C:maj7 C:maj6 C:maj C:maj6 C:maj7 C:maj6 C:maj C:maj6 G:7 G:7 F:maj7 F:maj7 E:min7 A:7 D:min7 G:7 C:maj7 C:maj6 C:maj C:maj6 C:maj7 C:maj6 C:maj C:maj6 G:7 G:7 F:maj7 F:maj7 E:min7 A:7 D:min7 D:min7 D:hdim7 D:hdim7 D:min7 G:7 C:maj C:maj6,<noparts> C Cadd13 Cmaj7 Cadd13 C Cadd13 C#dim Dmin7 G7 Dmin7 G7 Cmaj7 Cadd13 C Cadd13 Cmaj7 Cadd13 C Cadd13 C#dim Dmin7 G7 Dmin7 G7 Cmaj7 Cadd13 Cmin7 F7 Bbadd13 Bbmin7 Eb7 Abmaj7 Abadd13 Adimb7 Gadd13 Ab7 Gadd13 Ab7 Dmin7 G7 C Cadd13 Cmaj7 Cadd13 C C7 Dmin7 G7 Ddim7 Dmin7 G7 Cmaj7 Cadd13 C Cadd13 Cmaj7 Cadd13 C Cadd13 G7 Fmaj7 Emin7 A7 Dmin7 G7 Cmaj7 Cadd13 C Cadd13 Cmaj7 Cadd13 C Cadd13 G7 Fmaj7 Emin7 A7 Dmin7 Ddim7 Dmin7 G7 C Cadd13
ireal-pro_87.jams,"African Queen, The",Silver Horace,medium_swing,,,,,C:min9 Db:9 C:min9 Db:9 C:min9 Db:9 C:min9 Db:9 C:min9 Db:9 C:min9 Db:9 C:min9 Db:9 C:min9 Db:9 C:min9 Db:9 C:min9 Db:9 C:min9 Db:9 C:min9 Db:9 C:min9 Db:9 C:min9 Db:9 C:min9 Db:9 C:min9 Db:9 Bb:7 A:7 Ab:7 G:7 C:min9 Db:9 C:min9 Db:9 C:min9 Db:9 C:min9 Db:9,<noparts> Cmin9 Db9 Cmin9 Db9 Cmin9 Db9 Cmin9 Db9 Cmin9 Db9 Cmin9 Db9 Cmin9 Db9 Cmin9 Db9 Cmin9 Db9 Cmin9 Db9 Cmin9 Db9 Cmin9 Db9 Cmin9 Db9 Cmin9 Db9 Cmin9 Db9 Cmin9 Db9 Bb7 A7 Ab7 G7 Cmin9 Db9 Cmin9 Db9 Cmin9 Db9 Cmin9 Db9
ireal-pro_481.jams,Four In One,Monk Thelonious,medium_swing,,,,,Eb:maj6 G:7 C:7 C:7 F:7 Bb:7 Eb:maj6 Eb:maj6 Eb:maj6 G:7 C:7 C:7 F:7 Bb:7 Eb:maj6 Eb:maj6 Bb:min7 Eb:7 Bb:min7 Eb:7 B:min7 E:7 Eb:7 C:min7 F:7 E:7 E:7 B:7 F:min7 Bb:7 Eb:maj6 G:7 C:7 C:7 F:7 Bb:7 Eb:maj6 Eb:maj6,<noparts> Ebadd13 G7 C7 F7 Bb7 Ebadd13 G7 C7 F7 Bb7 Ebadd13 Bbmin7 Eb7 Bbmin7 Eb7 Bmin7 E7 Eb7 Cmin7 F7 E7 B7 Fmin7 Bb7 Ebadd13 G7 C7 F7 Bb7 Ebadd13
ireal-pro_109.jams,All By Myself,Berlin Irving,medium_swing,,,,,C:maj7 C:maj7 D:7 D:7 G:7 G:7 E:min7 A:7 D:min7 G:7 C:maj7 C:maj7 F#:hdim7 B:7 E:7 A:min7 D:7 D:min7 G:7 C:maj7 C:maj7 D:7 D:7 G:7 G:7 E:7 E:7 F:maj7 F#:dim7 C:maj7 A:7 D:7 G:7 C:maj6 A:min7 D:min7 G:7,<noparts> Cmaj7 D7 G7 Emin7 A7 Dmin7 G7 Cmaj7 F#dim7 B7 E7 Amin7 D7 Dmin7 G7 Cmaj7 D7 G7 E7 Fmaj7 F#dimb7 Cmaj7 A7 D7 G7 Cadd13 Amin7 Dmin7 G7
ireal-pro_1076.jams,Puttin' On The Ritz,Berlin Irvin,medium_swing,,,,,F:maj Ab:dim7 G:min7 C:7 F:maj Ab:dim7 G:min7 C:7 Ab:maj B:dim7 Bb:min7 Eb:7 Ab:maj B:dim7 Bb:min7 Eb:7 C:maj6 Db:dim7 D:min7 G:7 C:maj6 Db:dim7 D:min7 G:7 A:min7 D:7 G:7 C:7 F:min F:min F:min F:min C:7(b9) C:7(b9) F:min F:min7 Db:7 C:7 F:min F:min F:min F:min C:7(b9) C:7(b9) F:min F:min F:7(b9) Bb:min7 F:7 Bb:min7 Eb:7 Ab:maj Eb:7 Ab:maj Db:7 C:7 F:min F:min F:min F:min C:7(b9) C:7(b9) F:min F:min7 Db:7 C:7,<noparts> F Abdimb7 Gmin7 C7 F Abdimb7 Gmin7 C7 Ab Bdimb7 Bbmin7 Eb7 Ab Bdimb7 Bbmin7 Eb7 Cadd13 Dbdimb7 Dmin7 G7 Cadd13 Dbdimb7 Dmin7 G7 Amin7 D7 G7 C7 Fmin C7b9 Fmin Fmin7 Db7 C7 Fmin C7b9 Fmin F7b9 Bbmin7 F7 Bbmin7 Eb7 Ab Eb7 Ab Db7 C7 Fmin C7b9 Fmin Fmin7 Db7 C7
ireal-pro_755.jams,Just A Gigolo,Casucci Leonello,medium_swing,,,,,F:maj F:maj7 F:maj Ab:dim7 G:min7 D:7 G:min G:min7 C:7 F:maj F:7 Eb:7 D:7 G:min7 Bb:min7 Eb:7 A:min7 D:7 G:min7 C:7 F:maj C:7,<noparts> F Fmaj7 F Abdimb7 Gmin7 D7 Gmin Gmin7 C7 F F7 Eb7 D7 Gmin7 Bbmin7 Eb7 Amin7 D7 Gmin7 C7 F C7
ireal-pro_1422.jams,You Brought A New Kind Of Love To Me,Fain-Kaval-Norman,medium_swing,,,,,Bb:min7 Eb:7 Ab:7 G:7 Gb:7 F:7 Bb:7 Eb:7 Ab:maj6 F:7 Bb:min7 Eb:7 Bb:min7 Eb:7 Ab:7 G:7 Gb:7 F:7 Bb:7 Eb:7 Ab:maj6 G:min7 C:7 F:min F:minmaj7 F:min7 D:hdim7 Db:7 C:7 F:min7 Bb:7 Eb:maj7 Bb:7 Eb:maj7 E:dim7 F:min7 Bb:7 Bb:min7 Eb:7 Bb:min7 Eb:7 Ab:7 G:7 Gb:7 F:7 Bb:7 Eb:7 Ab:maj6 F:7 Bb:min7 Eb:7,<noparts> Bbmin7 Eb7 Ab7 G7 Gb7 F7 Bb7 Eb7 Abadd13 F7 Bbmin7 Eb7 Bbmin7 Eb7 Ab7 G7 Gb7 F7 Bb7 Eb7 Abadd13 Gmin7 C7 Fmin Fminmaj7 Fmin7 Ddim7 Db7 C7 Fmin7 Bb7 Ebmaj7 Bb7 Ebmaj7 Edimb7 Fmin7 Bb7 Bbmin7 Eb7 Bbmin7 Eb7 Ab7 G7 Gb7 F7 Bb7 Eb7 Abadd13 F7 Bbmin7 Eb7
ireal-pro_265.jams,By Myself,Schwartz Arthur,medium_swing,,,,,E:hdim7 E:hdim7 A:7(b9) A:7(b9) E:hdim7 E:hdim7 A:7(b9) A:7(b9) C:min7 F:7 Bb:maj7 Eb:7 G:min7 C:7 F:maj7 F:maj7 E:hdim7 E:hdim7 A:7(b9) A:7(b9) E:hdim7 E:hdim7 A:7(b9) A:7(b9) C:min7 F:7 Bb:maj7 Eb:7 G:min7 C:7 F:maj7 F:maj7 B:hdim7 B:hdim7 E:7(b9) E:7(b9) A:hdim7 A:hdim7 D:7(b9) D:7(b9) G:min7 C:7 A:min7 D:min7 G:min7 C:7 F:maj6 F:maj6,<noparts> Edim7 A7b9 Edim7 A7b9 Cmin7 F7 Bbmaj7 Eb7 Gmin7 C7 Fmaj7 Edim7 A7b9 Edim7 A7b9 Cmin7 F7 Bbmaj7 Eb7 Gmin7 C7 Fmaj7 Bdim7 E7b9 Adim7 D7b9 Gmin7 C7 Amin7 Dmin7 Gmin7 C7 Fadd13
ireal-pro_1289.jams,This Year's Kisses,Berlin Irving,medium_swing,,,,,G:maj7 G:maj7 G:maj7 G#:dim7 A:min7 D:7 A:min7 D:7 G:maj7 G#:dim7 A:min7 D:7 G:maj7 G:maj7 G:maj7 G#:dim7 A:min7 D:7 A:min7 D:7 G:maj7 D:min7 G:7 C:maj7 C:maj7 C:min7 C:min7 G:maj7 A:7 A:min7 D:7 G:maj7 G:maj7 G:maj7 G#:dim7 A:min7 D:7 A:min7 D:7 B:min7 E:7 A:min7 D:7 G:maj6 Bb:dim7 A:min7 D:7,<noparts> Gmaj7 G#dimb7 Amin7 D7 Amin7 D7 Gmaj7 G#dimb7 Amin7 D7 Gmaj7 G#dimb7 Amin7 D7 Amin7 D7 Gmaj7 Dmin7 G7 Cmaj7 Cmin7 Gmaj7 A7 Amin7 D7 Gmaj7 G#dimb7 Amin7 D7 Amin7 D7 Bmin7 E7 Amin7 D7 Gadd13 Bbdimb7 Amin7 D7
